5875273082859983142,12626114271439067822,16739430750433351351,8299553233808738246,10561154397619378638,12625196593540115743,5723270995729463665,15465168496583349192,14499397710735128196,7595049365146180314,
4164904263113266612,14292394826119878429,5387817784257673720,5183857428977562988,14456219971525860995,12240907317082331668,10665171511370761921,4995315424186071279,11323124523993666632,11555936582695323859,
13027062333962435831,2870145515191948538,11144202111924085395,13845163848356362794,8096080849897146706,9351447825501596056,14310867759634438492,15441198499951836273,4705487389694135144,13174395802464225177,
11280918737051709236,13784667094731750204,9909718378422754392,10061248429046161472,16603053292242378234,9391896523512813939,8074836429932277650,11874920302630602951,7139029779210044056,9514352743823276774,
9677894139247343136,8244671101210371978,13677090870047467722,13735539555352115161,3107427737586980709,13303141612755945236,9762270193388260440,13066416104557682932,3956926780480054482,11260997978361881945,
14724849948574838989,7087364342230308650,11206303823195709437,3439795474789378742,11262409555007105423,14683804393006950984,5733157726256353363,8836068307426058884,16560252323246983421,9036976109699209944,
9740187854483074497,10461712485980232545,14967816493489090435,9289109773473924156,13034180010905363545,9023680945901675096,5027370083777937229,3559957060395648033,4139509157001869424,3675340226753861598,
8437358960101157843,11194460232660453651,5237064203999934031,10379686473356913374,3269106713748475844,10822454440451881987,8474983725385140514,11986440167799851894,6055494428420848515,1834881526106215350,
5511548098856734516,12431192429197948646,2300258379915074915,5050397640971525395,9245935059878774829,14737904472872176313,7578183883379068554,8336185594408446884,4844183699204149976,9294705893037743866,
5812236303343516311,5868066561198115511,1559562863404298347,10888569228859419650,8360362231933581692,11362700907110376220,12998320109322154137,8883927029823831255,14151848604271383498,8114248885407420521,
10919712222359342751,12508880108699902087,6939608407740130664,16269319717381065718,14652127073984098286,3413133176912183614,2756125407004892031,3741143517989161373,9563460682101094743,14467879766598225318,
3547859192358509997,10696124986264966348,6221787759005944981,11539631121145684173,860973901627114412,14224132050275285429,8578982268828284280,7116035524770758319,6177767711502931707,6461878856061391626,
10759995532590981232,7454983296434974492,5486828543968151918,7887485799645596227,8115141995501436672,9852435477645368885,2715862488890493735,7134721085189265321,1440195672508377163,5133962793123554867,
7554360066228927548,10421068003010814665,5834345871434917500,13879654304627210492,12133931071144264376,7323491605432897940,12618200700129769327,7052175644761706785,6917895785935999642,10800265183911337985,
