12394040506671723127,6241836556882439566,10112670676482938751,7793136801718048851,6046888509217172942,10296458420869190244,7522415622922974226,5120177728592961551,6470595181132768627,13102483065167526169,
7541909368284440361,13810377634532344389,1862891213157769757,8896752574501832576,13546088924197017507,7302744118446227102,13047566689707509725,10718800233007123038,11119329349509091242,13745688402073202104,
17302752571577909979,2165300342782043489,4368116518346677464,4313450002389404135,4221370513063417805,5330030785425210491,2900815671412102366,4777938742182300988,3277704204483475655,12739889418404134763,
5858811109048765904,14443189992373173116,8205197080747314522,14178026572384639068,8513402272253635574,10185268961598697952,7423095030095508963,13099370944280194843,12588118811911556775,11945460579165219641,
9481013739457838744,3088464312802875949,7640884239650311196,12077716256166088241,6924980468736969511,5891946832482050350,8429555972196646748,10922044274355447541,12852911969107809682,9580363235799831588,
7670773463313109166,8712253235965260079,8174398252641741731,3051262618904759057,3233096359052980965,12186068945791914140,6420904100552830472,7544162383917817054,9705351000139463657,5795292279480309796,
8025911929773342797,11154061993641333797,14689479678691821693,8594971556711162470,5657335486459751477,8823934800879742617,10677282709771302950,10147948227524485388,5132321529534986181,8969039016150666444,
15595162803923846049,10518135035618512446,3502692899104168511,9451586690970493351,1772877324787271745,3758395491227010101,11315873834060098554,6141797527467864270,5090964680767806225,6028159487755355311,
13751002910580122363,9005506378529287757,2225303465484841220,7905390632066056044,2982062312501668381,3994704194104859115,7435178911535146718,16738255405395525405,12351830508290026007,10705025533856540322,
6951625040382268981,6104964282118339378,11338963042261982689,8422059699491572574,7064475125436707032,11789375173325871827,9265938028284329244,6709335313298873298,8972230643509386392,13704370409039954020,
1082309262116356629,5582177121687581911,10414772223887975948,10261848630347715464,6147018205500238558,9781477556737313487,9716983244415533282,13792157223859164467,11149671938146001757,12809635354612746904,
8656997158994148535,14640201970652682204,8224286142618128259,13490581943166278320,13695009894509425166,7987892905182846056,7849419256218463217,11538851998046642818,11765198146678883169,13657395493158725998,
2539276661274851606,2865548115864543839,8901806828508648879,14012968616848683257,12269039953449995801,6640655456190550540,16978937208089502235,7090014959267505897,18154341168190326038,12536723540262289471,
9505236318344289650,8755309691014397412,6959053297812687707,1542071046274674390,6248997595726460266,10142518865230855712,10967009363381433940,10182110564973789933,12154262706986087833,16415007034920432147,
14501350553430818869,12210779757769262294,10849598466413195353,12920424966602470824,11418031529957782817,10501557846146908466,10731657384322366777,9208029177413941888,12776583339600996756,14710074859207585727,
13561687439013027756,11513059932460342470,3063218794758992057,10060362888078777006,8643635630877695037,13421748310643926426,3178715833427001007,7862217159430636612,8760593575799666403,5059124207287930386,
6386371099220707707,11773661107719171147,8968012493970280179,7051315388572054546,10781585552092282090,12414827231335690255,10729739578839619067,6113384231430064352,9285664900672367762,12779712544809426287,
10234578403806194808,13862535998714487701,15735597811469873837,8732095052911198696,12177086743479399692,3040180679628449370,8687380513992308168,4151068314818691209,9019661728045731235,11583746198773159622,
6791371436584285311,7132876817552253906,14550826708765690397,8352275131073108540,6657961511398629923,10864560867157621857,14309883087496144933,12697712354522423067,13181584601612435947,7112482172825012454,
6464770243558580249,1752567733999468441,6275625378484112263,3801278073702574316,10080077424109833668,10676161403838731000,9221379362007463767,9370495094811671427,10142278204246531249,5024612005729330806,
5932000573857171995,7127014578176295737,16608033225780546542,9848994627101203828,8266688387818317062,11033499744382416223,10998255939002600942,6445079955402190684,4893116458800837018,7464748320115131806,
12328727983177365368,12163783649978969673,6431623136870341161,2289222780710166918,9400842736614773233,3090493632127682435,14834757532216392591,8436183702346024759,12184656585672458939,9197967386434636419,
5251560453234333370,7415132117644238046,5784755435976116173,1978205975847353346,7378885462172174129,9001538936116094046,11775582712787219628,9179409611853096113,13580227960186557954,3201938849740493240,
14409402361648163506,16092835397819814838,16913888977984516641,5697408866454181568,16683121047142759194,16688030940552490564,8581934036620563945,7592637986402863875,8960788649484561863,8727852048868931181,
1297944569990716735,14233357433955052850,4290022592629590841,15415605394284899802,13677134443357169894,1688355400194462202,10552175314689089814,17918736386253050096,8950059943870784007,12992735785299952505,
11486642957122559040,12537545173451598769,7960200318616202490,14014535871158068323,1731189796364978636,10827156086762309710,4127007023299200082,7194472735338379706,11898943835795920806,8517141224532242391,
5332577886258632181,8038540550769131785,7892823633685043376,8261503199512743661,2324934672864567011,8573900179942177630,2558011571426349119,1509099657164891031,6644011658029558722,5569138627343796136,
14155333665298477568,11509234229386091230,8790389294516831083,8940277564159480345,12164006929437832858,12427230956017219006,6146762870641209190,8319305457685901614,5463318283118015105,13029926670612885942,
956679622523304714,13119024650979516243,8143192436354663063,985232678002935941,3930284567088865807,12329674267409505249,6776565428274615596,9174547675427781593,10782726747460614289,7230608266062031667,
9388896306912949387,15476014023866419944,8517800889121239730,8700040713992851955,12831859268806257707,9001978634966717603,10942873787854074850,10401613217617676352,10147850324588854195,9312709322372609805,
9008249562124573265,2132494188356072388,12447864645928619019,15196972730862426029,6980604920202807508,7567557092420162777,12771032500713158384,12246121205286185206,11283102723499116939,4835277153005404786,
14683305131934789101,6888932580276344463,3061571902539856587,6949103304509082667,14366492060364569119,15959132263565734059,8092179704983028658,5040667654726750443,15136372499378532653,3636380861075882956,
7160692403656858381,6195651336898086585,7283757652794734147,10047402951940427474,6771731309487045705,15478103264136470134,11901128064263584030,9174731663216712489,11118250719427918116,14729902067459604715,
11413628223727054883,175000627422196156,7081890041651529418,15166309434538903995,5095030422591494776,10057126229952426356,9461211225682622404,10804084330176612338,14685392655617776506,6241103507166837949,
13341156935884133549,2940334383657130294,15067848499957558657,10921203870004308057,10340579670010417199,13778018519301713728,14443291689353602343,17218803189642068249,8870326619962448667,11079217725075610770,
11777704936131265189,14326497243655727244,7132807162557322906,11159553359688405373,8565890731606690743,15429055713926985831,12056962053295999174,8598712497050419287,13440843742194012814,10865113542640101086,
4343826057150546180,3169017294531617310,9360794981846911356,7373384133581711012,10041537560449558757,6702029840297666561,6654757935391085692,9419120795300928471,17005183953685975238,3638875724396257743,
14784325943957236017,9901681468531438544,7633162402639367644,2320676535646258600,14084547866987185777,7775464667969636505,10223598131858487595,12586795210964156637,5342136989094589974,7307637270892213404,
5913463524283446583,12278711436108043101,14275374298547397933,15966213570929489457,1470337414764214236,6921694387109874596,6925490765367520224,3942761327235940244,6007633438297699093,7619091694847885461,
10151205800489783669,8558043834639829546,13932237284576692763,10011814686930148884,9334626721438540133,10253067835072645802,9970986159788860595,16846079307395867735,10400610198075238114,11524406920879008738,
13661267560216728781,11298828394575337070,6683043223038955522,12914181931191418504,8398404900288048511,6824041538126610423,8983288135704519194,6811290384356946613,4565828812418838079,10797595673548153306,
9591661932823687628,9434115273991660186,5600075599277711789,10942412799130674542,7301508392119497863,10856510709528820328,10076708532891873006,7455531137179842216,16610681188328233603,9520710470493950497,
14111372758869755565,11379848002629122408,10406807953862898579,5414608188138684810,8045272139263338253,12225156798920816558,7627675384601205064,15103760661259975247,9070207873221826961,14545968754685375744,
8418955916004325839,11794713536121109217,12923753240913172242,15780040834353778011,6870570134347561311,12165753282639448257,12631504406494717107,7696132625394426061,8338077179661503194,16025852392640999788,
10514077434345829182,13537777313213912635,11693163416709477344,11918294900014758008,10208403736157296422,8960003339375010822,5667127524843914256,15829508550258334708,12021464355280991518,5878710664513759138,
12079338490080083192,12935188917085797607,9872675184568576285,1858754439184959551,8877128733984268365,10492575028172664996,4242347510613508315,5767397046405344386,15742128599327208521,6823771992155470630,
13088319851836474003,8142941332040412535,5352457699055349041,15570369044148898803,13507808190125960693,6697970713650223011,10025851698623089447,8691460105201120660,9724255291927066917,12040279134109822361,
7246831547251355996,11129682721788193295,8663417052970408682,12470067602892561383,7281083013795898811,8839828636396764617,5045443964133197803,9541647042694182593,16203218592387265737,9882233430887025143,
5563666973481977163,3682101926786387355,4061300690553835873,6042312023109804669,12893711448626219417,8557532093955930197,10667343369452256776,10776428627380309731,8917675135413675079,7233535835075877253,
6530959983022665006,9220376745384320700,6800683602846180309,7123961933831242708,6039116214229321900,11625249955219230961,2021130723930072458,12068519677740124931,8248853180681268570,11719077298729908311,
8868742125552234941,13232251704189603106,10656078443195511814,487104363546548297,9104477213674137711,11960126393870988201,14742501697353903818,12850194693737202218,9599421927890438254,8942308383682931177,
10507865310690572482,7466413241864618818,13911542762387945555,10063598286097748132,14171443074490978046,10253580735965121591,13658694535447991878,5542254773497790578,13104700758282374168,9186603499072870473,
